"","word","freq"
"you see the","you see the",13
"you to the","you to the",13
"a beautiful day","a beautiful day",12
"a big fan","a big fan",12
"a big part","a big part",12
"a bit like","a bit like",12
"a brand new","a brand new",12
"a collection of","a collection of",12
"a good job","a good job",12
"a line of","a line of",12
"a long day","a long day",12
"a phone call","a phone call",12
"a place for","a place for",12
"a story about","a story about",12
"a while i","a while i",12
"a whole new","a whole new",12
"about an hour","about an hour",12
"ahead of the","ahead of the",12
"all in the","all in the",12
"all of its","all of its",12
"all the other","all the other",12
"always been a","always been a",12
"am trying to","am trying to",12
"among other things","among other things",12
"and a good","and a good",12
"and a lot","and a lot",12
"and around the","and around the",12
"and can be","and can be",12
"and go to","and go to",12
"and had to","and had to",12
"and has a","and has a",12
"and i knew","and i knew",12
"and if the","and if the",12
"and most importantly","and most importantly",12
"and most of","and most of",12
"and ready to","and ready to",12
"and see the","and see the",12
"and that's what","and that's what",12
"and the next","and the next",12
"appears to have","appears to have",12
"are likely to","are likely to",12
"are looking at","are looking at",12
"are more likely","are more likely",12
"are ready to","are ready to",12
"are to be","are to be",12
"are you a","are you a",12
"around in the","around in the",12
"as he was","as he was",12
"as i said","as i said",12
"as is the","as is the",12
"as well i","as well i",12
"asked if he","asked if he",12
"asked me if","asked me if",12
"at 10 am","at 10 am",12
"at home with","at home with",12
"at least three","at least three",12
"at the airport","at the airport",12
"at the beach","at the beach",12
"aware of the","aware of the",12
"back from the","back from the",12
"back of his","back of his",12
"back of my","back of my",12
"back to a","back to a",12
"back to sleep","back to sleep",12
"be added to","be added to",12
"be thankful for","be thankful for",12
"be the one","be the one",12
"be the same","be the same",12
"been a long","been a long",12
"big enough to","big enough to",12
"but by the","but by the",12
"but did not","but did not",12
"but he said","but he said",12
"but it would","but it would",12
"but we are","but we are",12
"but we have","but we have",12
"but with a","but with a",12
"by far the","by far the",12
"by one of","by one of",12
"can be done","can be done",12
"can do to","can do to",12
"can't help but","can't help but",12
"care of the","care of the",12
"case of the","case of the",12
"change in the","change in the",12
"closer to the","closer to the",12
"come in and","come in and",12
"comes from a","comes from a",12
"comes to the","comes to the",12
"coming from the","coming from the",12
"coming out of","coming out of",12
"copy of the","copy of the",12
"corner of the","corner of the",12
"cost of the","cost of the",12
"couple of months","couple of months",12
"cup of coffee","cup of coffee",12
"days of the","days of the",12
"decided to go","decided to go",12
"despite the fact","despite the fact",12
"did not know","did not know",12
"didn't have a","didn't have a",12
"do have to","do have to",12
"do not want","do not want",12
"do you feel","do you feel",12
"done28099t know if","done28099t know if",12
"down the stretch","down the stretch",12
"edge of the","edge of the",12
"ended up with","ended up with",12
"enough money to","enough money to",12
"even if they","even if they",12
"even though he","even though he",12
"fall in love","fall in love",12
"fan of the","fan of the",12
"far as the","far as the",12
"far from the","far from the",12
"few months ago","few months ago",12
"first time the","first time the",12
"for her to","for her to",12
"for one of","for one of",12
"for so long","for so long",12
"for the right","for the right",12
"for years and","for years and",12
"for your support","for your support",12
"found out that","found out that",12
"four years ago","four years ago",12
"from all the","from all the",12
"from new york","from new york",12
"from the beginning","from the beginning",12
"future of the","future of the",12
"george w bush","george w bush",12
"get in the","get in the",12
"get it done","get it done",12
"get ready for","get ready for",12
"going on with","going on with",12
"going to a","going to a",12
"going to win","going to win",12
"gonna be a","gonna be a",12
"got home from","got home from",12
"got to get","got to get",12
"got to the","got to the",12
"had a little","had a little",12
"had the opportunity","had the opportunity",12
"hall of famer","hall of famer",12
"happened to be","happened to be",12
"has a great","has a great",12
"has been an","has been an",12
"has been on","has been on",12
"has been so","has been so",12
"has more than","has more than",12
"have a very","have a very",12
"have been to","have been to",12
"have been working","have been working",12
"have something to","have something to",12
"have the time","have the time",12
"have to start","have to start",12
"have to tell","have to tell",12
"have to work","have to work",12
"he also has","he also has",12
"he could be","he could be",12
"he or she","he or she",12
"he said we","he said we",12
"he was born","he was born",12
"here and here","here and here",12
"here i am","here i am",12
"here is my","here is my",12
"here is what","here is what",12
"how i feel","how i feel",12
"i can hear","i can hear",12
"i could go","i could go",12
"i did it","i did it",12
"i didn't like","i didn't like",12
"i do think","i do think",12
"i don't believe","i don't believe",12
"i felt the","i felt the",12
"i found it","i found it",12
"i got this","i got this",12
"i had an","i had an",12
"i hate it","i hate it",12
"i haven't been","i haven't been",12
"i hope the","i hope the",12
"i just don't","i just don't",12
"i just had","i just had",12
"i know i'm","i know i'm",12
"i miss my","i miss my",12
"i never thought","i never thought",12
"i no longer","i no longer",12
"i talked to","i talked to",12
"i was told","i was told",12
"i won't be","i won't be",12
"i'm about to","i'm about to",12
"i'm in the","i'm in the",12
"i'm not going","i'm not going",12
"i'm not saying","i'm not saying",12
"idea of a","idea of a",12
"if he could","if he could",12
"if i do","if i do",12
"if there was","if there was",12
"if you look","if you look",12
